9.999774749675867103e-01 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49 1.656815879831396285e-49
7.926362696114109818e-01 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49 2.090214056547265606e-49
6.282844598553746218e-01 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49 2.636989176648728064e-49
4.980108709997028149e-01 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49 3.326793382140589228e-49
3.947492924707776130e-01 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49 4.197041707740855466e-49
3.128988095204807696e-01 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49 5.294936187206379918e-49
2.480198646711236354e-01 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49 6.680026301894083080e-49
1.965934415917965639e-01 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49 8.427438874910961862e-49
1.558301849097075975e-01 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48 1.063195303157367825e-48
1.235191084230123776e-01 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48 1.341314088045844020e-48
